reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
f27a2c54-13b6-40ee-ae44-da47bef76524,Putri Kembangkencur,https://play-lh.googleusercontent.com/a/ACg8ocIrlTFiupC0bxUYQpfG3-2sVgtxOVi_Vki5eHLW9322ifD-6Q=mo,"kenapa ya kak dana saya ko tidak bisa buat ngirim bri ke dana, kendala nya apa",5,0,,2026-01-29 12:21:44,"Hi Kak, maaf buat Kakak merasa tidak nyaman sekaligus khawatir atas kendala tidak bisa melalakukan top up. Pastikan nomor tujuan sudah sesuai dan pastikan akun DANA Kakak tidak sedang limit ya. Silakan Kakak coba secara berkala. Jika masih terkendala, silakan hubungi DIANA pada menu Me/Saya agar dapat kami bantu lebih lanjut. Thx -SB-",2026-01-29 13:17:20,
4945599f-3eed-4b09-a3c2-91ca71dc96e2,Nisa Husna,https://play-lh.googleusercontent.com/a-/ALV-UjW935tBcGCUdmxPn-f4dHK9unLEGpNHlmZCeh7UfPn833WVtEY,"kok dananya ga bisa di buka ya, tolong respon",5,0,2.64.0,2026-01-29 12:19:41,"Hi Kak Nisa, maaf atas ketidaknyamanan yang di rasakan terkait keluhan tidak bisa login pada akun DANA. Silakan coba lakukan langkah berikut: 1. Clear cache aplikasi DANA 2. Silakan tutup aplikasi yg tidak digunakan 3. Restart device Kalau setelah dicoba masih ada kendala, silakan kirim screenshot via DIANA di aplikasi DANA ya. Thx -SB-",2026-01-29 13:10:36,2.64.0
00e691e0-4133-4467-9cea-42198d08be18,Heri Suryana,https://play-lh.googleusercontent.com/a-/ALV-UjVFeHzaKd2ARLqnsfXXoZXAGa_6mztQw2AnSFQlPLUfePH1ns-e,susah di buka harus di hapus dulu kenaph ya,5,0,2.77.0,2026-01-29 12:18:20,"Hi Kak Heri, maaf ya kalau sempat bikin kurang nyaman terkait kendala login, tenang kami sarankan kamu boleh coba langkah berikut: 1. Clear cache aplikasi DANA 2. Update ke versi terbaru 3. Restart device Pastikan koneksi internet stabil/ganti ke jaringan lain (wifi) dan jika masih kendala, hub DIANA di hlm non login agar tim bantu cek ya. Thx-SA-",2026-01-29 13:19:21,2.77.0
a5dd7d79-52e4-4929-8eec-94b15117aec4,Siti Saidah,https://play-lh.googleusercontent.com/a/ACg8ocJMOAmhvqwjZrdtB4P7EpUptDjYHUixRryZ4k3hOTVXZU2KGA=mo,good,5,0,2.112.0,2026-01-29 12:18:06,,,2.112.0
d0a15a69-151a-4102-811d-0714b0155efb,Ojung Junior Sitinjak,https://play-lh.googleusercontent.com/a/ACg8ocKCZAQJLj_2Bcci0cdi3goqCw88vEi-fsXwoMQtMfclaKUijN4=mo,"Good, Very Thank's You Dear 👌👍",5,0,,2026-01-29 12:16:11,,,
6e14142b-b067-4160-a43c-ec05fffab08c,Trang Sabak,https://play-lh.googleusercontent.com/a/ACg8ocJ42y3FDUEr6ig7_yKJU37kvyFlqDusaLiBtTwH2ClEKZ66ew=mo,mantap,5,0,,2026-01-29 12:15:20,,,
a44d8d94-974b-4027-90d5-e4751e2b1298,Fachri Ardhiza,https://play-lh.googleusercontent.com/a-/ALV-UjXEL2S5YQBEFWpgQErXhb0-65yezehvmokp3e2m67nBUhOIZCg,"kenapa sesi kadaluarsa kalo mau tf di ewallet, kacau",2,0,2.112.0,2026-01-29 12:15:18,"Hi Kak Fachri. Maaf sudah bikin Kakak ngga nyaman. Terkait kendala muncul notifikasi sesi kedaluwarsa, silakan coba beberapa langkah berikut: 1. Clear cache aplikasi DANA 2. Update aplikasi DANA ke versi terbaru 3. Restart HP Jika setelah mencoba langkah diatas masih ada kendala, mohon kirimkan screenshot via DIANA di aplikasi DANA. Thx 🙏 -AF-",2026-01-29 13:22:42,2.112.0
83b7f92f-43c3-406e-97a1-9d27155d9cfc,Hartono Sukowati,https://play-lh.googleusercontent.com/a-/ALV-UjWKEOa7Z8Z1QuNcm4EPiIDGi0K8EW2W-OvLhiWFfj5EADcAYao,bagus banget,5,0,2.112.0,2026-01-29 12:14:10,,,2.112.0
762c1cab-9382-4065-9f68-d76a3b1e39f6,Nurjannah,https://play-lh.googleusercontent.com/a/ACg8ocLvEXNJD_DcF-LLSGwUX3yJk9Fb_WDfvcWXPfPPFzosman0mg=mo,baik sekali,5,0,2.109.2,2026-01-29 12:14:01,,,2.109.2
6d92d7ac-c9b9-4c93-b917-179247199d87,Melati Okta,https://play-lh.googleusercontent.com/a/ACg8ocK6Lqev9sVUSPewg-reOvkh_Qd2QtfQv5YO1wZA24YNMm5k3w=mo,bagus,5,0,,2026-01-29 12:10:40,,,
3fb31a89-8536-479b-bcff-63be5877e650,Ipul Ipul,https://play-lh.googleusercontent.com/a-/ALV-UjUeEfj8pWSgEcc7AZL69ZWUnqi_KNDWYCkbmv7B5Xp9OAg9KExT,apk ap ini ga bisa d buka terus cape instal terus,1,0,,2026-01-29 12:06:29,"Hi Kak Ipul, maaf kalau sempat bikin kurang nyaman terkait kendala susah buka apk DANA. Untuk saat ini, sistem DANA berjalan normal. Silakan dpt coba : 1. Clear cache aplikasi DANA 2. Silakan menutup aplikasi yg tidak digunakan 3. Restart device Kalau setelah dicoba masih ada kendala, silakan kirim screenshot via DIANA di apk DANA ya. Tks -DS-",2026-01-29 13:11:39,
5a527b9c-fe8f-4e0e-96a2-525a59bc7907,May Pardomuan,https://play-lh.googleusercontent.com/a/ACg8ocLqo51fLkdx-2iEZ99mFqQP_nvJDyJWdz8z69QlZAWirszv1w=mo,dana sangat membantu di saat aku mles kluar...,5,0,2.110.0,2026-01-29 12:06:10,,,2.110.0
fff38c98-39b7-4dea-9239-f41d50131469,Porci Muler,https://play-lh.googleusercontent.com/a/ACg8ocLZ3qt-jRjQNcfB27QQ7ji_TR5wWfS05U8eGiJIaKWgUA4pvw=mo,ok bagus,3,0,2.112.0,2026-01-29 12:06:02,,,2.112.0
c27a7cc4-5ff8-41f0-b362-84c6d600a120,Riki febriansah,https://play-lh.googleusercontent.com/a-/ALV-UjUfph1C15xG68Tz1Bs9b1n7Pg4GHo5xRR4f3kJ4miHS2a8yK21c,mantap,5,0,2.112.0,2026-01-29 12:04:48,,,2.112.0
703be9cd-c391-4250-92c5-0da49fad52fe,Siti Tosah,https://play-lh.googleusercontent.com/a-/ALV-UjVC7Slbw198paT6IVvyWwX9CX6N55LYmBq05IXxY76BWUGjEpQ,sangat bagus pokonya👍😍,5,0,2.112.0,2026-01-29 12:04:47,,,2.112.0
d5942dd2-55b6-44ba-8df2-72482b36a83b,Van Apan,https://play-lh.googleusercontent.com/a/ACg8ocJsGBcNLqmf1dFysPm06fWE0hx-x2ziuF7nR5b7fpv96RUNsg=mo,mantap,5,0,2.112.0,2026-01-29 12:04:26,,,2.112.0
68a66e4f-4d36-4565-9220-af78dd48b6d5,Ahmad Jihan,https://play-lh.googleusercontent.com/a/ACg8ocKklqQ6UHbiun2dCvxqDHDGZCQhxeIoq91g5SA0m7VWEC9bEg=mo,mantap,5,0,,2026-01-29 12:04:19,,,
8a8c9097-b8ef-45c5-9fdd-df44fac0aa39,Salmasalwa Salwa,https://play-lh.googleusercontent.com/a-/ALV-UjUfmTAqAm1OH16Thzk3gYOqyOnWwHU4EZcp71uh8nptmk5e9yXP,cepat dan tepat,5,0,2.112.0,2026-01-29 12:03:38,,,2.112.0
c6a502ee-073b-459d-b8fb-3ad2945c7d80,Friska Septiana,https://play-lh.googleusercontent.com/a/ACg8ocJBf3rwqDv6iRNXAUY0rJdfmuSQ6XJszJdDwoC_iby_CApPSA=mo,aku ora bisa nomere,5,0,2.112.0,2026-01-29 12:01:56,,,2.112.0
7238a628-84d2-477c-9862-3e6ad6058da1,Ahmad Rifai,https://play-lh.googleusercontent.com/a-/ALV-UjUt2IsoUpNHXVZR8zr4vW66x-22jxSK8Jv0IS-E7tCSw-yl2uI,"kenapa sering gk bisa di bukak, di hapos dulu donload lag baru bisa.",2,0,,2026-01-29 12:01:44,"Hi Kak Ahmad, maaf atas ketidaknyamanan yang di rasakan terkait keluhan tidak bisa akses akun DANA. Silakan coba lakukan langkah berikut: 1. Clear cache aplikasi DANA 2. Silakan tutup aplikasi yg tidak digunakan 3. Restart device Kalau setelah dicoba masih ada kendala, silakan kirim screenshot via DIANA di aplikasi DANA ya. Thx -SB-",2026-01-29 13:29:45,
3dfff1f6-6660-42f3-b5bf-c367e4771f04,Boy Boy,https://play-lh.googleusercontent.com/a/ACg8ocKjgBpJwgHYx_2VZ9pSd8bgLgc2aJxy5XP6mM_uxOK4VRq8Lg=mo,cukup baik,5,0,2.112.0,2026-01-29 12:01:41,,,2.112.0
3c811ee4-f686-456c-9ac2-60888ea2b4d5,Vind Cell,https://play-lh.googleusercontent.com/a/ACg8ocJer_5fupZXZKDI8F2bfmSfTfrZv4Nim0KEWrs9lkiWcSOl6A=mo,bank nya sih bagus aja tapi harusnya ada masukan email nya,3,0,2.112.0,2026-01-29 12:01:39,,,2.112.0
5f6ec874-9f6b-4836-b803-6d5394b9d3ad,Azril Ma'rup,https://play-lh.googleusercontent.com/a/ACg8ocJkFYV80ZJk45kZQNX4lwzGtg6BqtCqshzh_E86Le_gDnBkUg=mo,ini knapa ya dana nya susah di buka padahal sinyal lancar saya susah mau beli ini itu lewat dana kalo dana nya nge bug terus mohon di perbaiki ya,1,0,,2026-01-29 11:59:39,"Hi Kak, maaf ya kalau sempat bikin kurang nyaman. Kami bantu infokan DANA sedang tidak ada gangguan, terkait kendala buka apk DANA boleh coba langkah berikut: 1. Clear cache apk DANA 2. Update ke versi terbaru 3. Restart device Kalau setelah dicoba masih ada kendala, silakan kirim screenshot via DIANA di aplikasi DANA ya. Terima kasih 🙏 -FS-",2026-01-29 13:26:44,
7febcb69-bd5e-44ab-b3ba-0666669fc637,Manu Laka,https://play-lh.googleusercontent.com/a-/ALV-UjWDU7y8-fzuhvZuU48SukL_RvR8BNdWCsy7CpClybM-W_HVu_w,layanan nya masih tetap bagus terimakasih,5,1,2.111.0,2026-01-29 11:57:43,,,2.111.0
fffc8480-e52c-484d-8dbb-0285c72df497,Didien De Varuna,https://play-lh.googleusercontent.com/a-/ALV-UjWy6NGLShO4AVFEqQ02_dpgHz06QDCv1PLDUK7KhyQ4U76PhZC9,"Akun saya gk bisa d buka baru instal 1 hr bisa,besoknya gk bisa capek begini terus",3,0,2.112.0,2026-01-29 11:57:39,"Hi Kak, maaf ya kalau sempat bikin kurang nyaman terkait kendala login, tenang kamu boleh coba langkah berikut: 1. Clear cache aplikasi DANA 2. Update ke versi terbaru 3. Restart device Pastikan koneksi internet stabil/ganti ke jaringan lain (wifi) dan jika masih kendala, hub DIANA di hlm non login agar tim bantu cek ya. Thx-SA-",2026-01-29 13:24:11,2.112.0
eafad444-0729-4d2b-a175-7a70b62a8dd5,Helpianus Laia,https://play-lh.googleusercontent.com/a/ACg8ocLrsTJeARiYC71_03NcfFq41bxDmixMrGCAfrQItthdj26Djw=mo,sangat membantu,4,0,2.111.0,2026-01-29 11:56:25,,,2.111.0
607a7e70-f6cf-41ad-b757-85b03f0cea01,Gorobog Baso,https://play-lh.googleusercontent.com/a/ACg8ocIyNaQv2T4qbHX7yofldmKDoAgzZS1HCdrr6zwpina2tF_zng=mo,fitur dana cicil fungsi nya apa KLO ga bisa di gunain walau limit ada ga bisa bayar apapun... di hapus aj.. ga guna,2,0,2.66.1,2026-01-29 11:56:10,"Hi kak, kami mengerti kekhawatiranmu terkait kendala tidak dapat melakukan transaksi di DANA cicil. Tenang ya, kamu masih bisa menggunakan DANA cicil, namun harus ada berapa hal yang dicek terlebih dahulu nih. Jika ingin menanyakan hub DIANA menu ""Me/Saya"" agar dibantu pengecekan oleh tim ya. Thx -SA-",2026-01-29 13:10:26,2.66.1
401b1403-b910-4b7e-ad04-3eebf23b0c79,Dian Bonavian,https://play-lh.googleusercontent.com/a/ACg8ocIn0biYzKe5Sl8tHH6ztLi2SY7xESfMzJ16KzVA-H-sHfvHhg=mo,mantap bener...,5,0,2.112.0,2026-01-29 11:55:39,,,2.112.0
0cd2ad1f-a26b-45db-b690-ddbd15a36f40,Jaya Prana,https://play-lh.googleusercontent.com/a/ACg8ocLPW_-p-iGJCE2w3dKtXZqD37yNFk4td3qlP8lYzNN1MaOUnw=mo,isthebest layanan yg sangat simpel dan mudah diakses,5,0,,2026-01-29 11:55:30,,,
eb0e553b-6209-47d3-bb1c-47fffd1ca681,Anang Ekopurnomo,https://play-lh.googleusercontent.com/a-/ALV-UjW14eACcoc2ic5BCL_48IviMmTqjnEvEL_r57L_m2eJquaynMe1,apk dana tidak bisa di buka padahal jaringan enak... nanti ujung2nya saldo hangus.. tolong di perbaikin,1,0,2.112.0,2026-01-29 11:54:56,"Hi Kak Anang, maaf buat Kakak merasa tidak nyaman sekaligus khawatir. Terkait keluhan tidak bisa akses akun DANA, silakan coba langkah berikut: 1. Clear cache app DANA 2. Tutup aplikasi yg tidak digunakan 3. Restart device Jika masih ada kendala, silakan kirim screenshot via DIANA di app DANA ya. Jangan khawatir saldo Kakak tetap aman. Thx -SB-",2026-01-29 13:40:44,2.112.0
8354317e-6b74-442c-b46e-8b4f2561a1f5,yanti Mantili,https://play-lh.googleusercontent.com/a/ACg8ocLPDrB1M-68qoxRfOeqEuw_joNGCZ7fdrgPJuEhDkn04UhFkA=mo,dana knp ya saya akhir² ini sering stack di logo dana jdi hrus hapus trus donlod ulg mohon perbaiki ya,5,0,,2026-01-29 11:54:17,"Hi Kak Yanti. Maaf sudah bikin Kakak ngga nyaman 🙏 Terkait kendala pada aplikasi DANA, silakan coba beberapa langkah berikut ya: 1. Clear cache aplikasi DANA 2. Update aplikasi DANA ke versi terbaru 3. Restart HP Jika setelah mencoba langkah diatas masih ada kendala, mohon kirimkan screenshot via DIANA di aplikasi DANA ya. Thx 🙏 -AF-",2026-01-29 13:24:44,
af1fd4bf-ba5d-4bab-85d4-1e1b4def5c18,Venansius Dopi,https://play-lh.googleusercontent.com/a-/ALV-UjWDJtNKO8MDy-Wlyr-W0d7gbXcMkiXaj6l9agdnx7B5lVTI9fo,lumayan membantu,3,0,,2026-01-29 11:54:09,,,
439ff623-1edc-4afb-8394-29a63f6c72c0,Ahmad Sukarma,https://play-lh.googleusercontent.com/a/ACg8ocIBgfHpfC-23Qld6Fx9ALqww7FmLCxw3EEelo_IaiMDATtwgg=mo,dana kok gk bisa masuk udah verivikasi muka kok gk masuk masuk,1,0,2.112.0,2026-01-29 11:53:20,"Hi Kak Ahmad, maaf buat Kakak enggak tenang terkait tidak bisa login meskipun sudah verifikasi wajah, boleh coba langkah berikut: 1. Clear cache aplikasi DANA 2. Update aplikasi DANA versi terbaru 3. Restart device Kalau setelah dicoba masih ada kendala, silakan kirim screenshot via DIANA di aplikasi DANA ya. Terima kasih 🙏 -DA-",2026-01-29 13:26:29,2.112.0
